model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
ebm,0.701543532637,0.39352770292078654,0.7837613918806959,0.07646176911544228,0.9844713890661562,0.5828571428571429,0.13518886679920478,0.15674805629156002,0.48242972164136766,0.5
