model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
unweighted_ebm,0.7141886593545343,0.40108211221984713,0.781594909018594,0.073757589386103,0.982511010404034,0.5448504983388704,0.1299267181620123,0.15521325760300955,0.4777909811067577,0.5
ipw_weighted_ebm,0.7140952634497243,0.399481188911428,0.7810480262503728,0.06926017539914549,0.9830854662666751,0.537521815008726,0.12270916334661354,0.1553100414047869,0.47808201503226727,0.5
