epoch,train_loss,val_loss
1,1.576941416813777,2.9227338631947837
2,1.4481003009355986,2.776621765560574
3,1.2737379578443675,2.5632742510901556
4,1.0701684539134686,2.300341765085856
5,0.8618197716199435,2.0261008739471436
6,0.6416967706038401,1.7662968900468614
7,0.47909971842399013,1.619441933102078
8,0.3496961983350607,1.4275266859266493
9,0.2773128151893616,1.3975070847405329
10,0.2654652280303148,1.3516801198323567
11,0.21842889602367693,1.4158587455749512
12,0.18018974936925447,1.4229112995995417
13,0.14153300454983345,1.4332289960649278
14,0.11916652207191174,1.423583295610216
15,0.09957344715411846,1.4376033941904705
16,0.07965904015761155,1.4378944502936468
17,0.06088015523094397,1.4070980548858643
18,0.06372976818910012,1.4562117920981512
19,0.07194187836005138,1.4763576984405518
20,0.06662230480175751,1.440451357099745
21,0.08990149214290656,1.466002384821574
22,0.06796180005543508,1.3310632043414645
23,0.07542796232379399,1.4000702963935003
24,0.11897110308592136,1.5032301743825276
25,0.1442081744854267,1.5187538199954562
26,0.1592427853208322,1.4717792140112982
27,0.20430079446389124,1.580801010131836
28,0.16252965709337822,1.4942217270533245
29,0.14653099385591653,1.4870146645439997
30,0.15533933544961306,1.5062031083636813
31,0.16859501199080393,1.5506363444858127
32,0.16518504903293574,1.6073686414294772
33,0.146059234554951,1.5884033573998346
34,0.1456215295654077,1.5668457084231906
35,0.14418618839520675,1.6177706850899591
36,0.15492591519768423,1.6281407276789348
37,0.14743523987439963,1.5393886301252577
38,0.13798288771739373,1.531075080235799
39,0.12024016964894074,1.4477664364708795
40,0.11041981712556802,1.3935866090986464
41,0.1094735528414066,1.4481888479656644
42,0.12007314654497,1.4625496864318848
43,0.11927858252937977,1.456875655386183
44,0.1367212921524277,1.498515009880066
45,0.16592180399367443,1.6400048732757568
46,0.17505852770633423,1.5111922423044841
47,0.16162207973404571,1.4121477206548054
48,0.19206154575714698,1.4169982804192438
49,0.1836417717142747,1.3658211363686457
50,0.16496944305701897,1.4010499318440754
51,0.1532385297692739,1.4453728728824191
52,0.13021139886516792,1.5109241008758545
53,0.12308943988038944,1.4379280673133001
54,0.1380832622257563,1.5079466899236043
55,0.14110755576537207,1.4023542536629572
56,0.15114715408820373,1.4027685324350994
57,0.16718826385644767,1.3788016107347276
58,0.19926739398103493,1.4856134123272366
59,0.19135580441126457,1.42841633160909
60,0.1937564748984117,1.3630987803141277
61,0.15042664089168495,1.315363301171197
62,0.139296198120484,1.3149478832880657
63,0.15649040100666192,1.3822263611687555
64,0.158387786637132,1.3873399297396343
65,0.17531036535421243,1.4357090128792658
66,0.15691796446648928,1.4566151168611314
67,0.20498667391411102,1.4311203559239705
68,0.2338661399598305,1.4216189053323534
69,0.2537167063699319,1.4829206731584337
70,0.22588076958289513,1.4502734276983473
71,0.08228971952429184,1.2354309095276728
72,0.12233563025410359,1.2751256691084967
73,0.15803959206319773,1.3399262693193223
74,0.2095390808267089,1.4111357265048556
75,0.2682588448604712,1.3877951105435689
76,0.2651539814586823,1.400545875231425
77,0.10847795940935612,1.3567490180333455
78,0.1527854080956716,1.383702728483412
79,0.1565206598203916,1.428772317038642
80,0.12234934372827411,1.3662393358018663
81,0.11058717156545474,1.3993258343802557
82,0.12177359312772751,1.4283366335762873
83,0.1146050446236936,1.362124866909451
84,0.05581735948530527,1.3863240083058674
85,0.07264870827874312,1.4262242449654474
86,0.1489359802351548,1.4440149466196697
87,0.20861774854935133,1.496126029226515
88,0.18811265665751237,1.4700507058037653
89,0.08329015769637547,1.393262505531311
90,0.09796637948602438,1.4015789826711018
91,0.10043501381117564,1.4189081986745198
92,0.09672385568802173,1.3980570899115667
93,0.06261793237466079,1.3858561648262873
94,0.16419072048022196,1.4192034271028307
95,0.2719648794199412,1.3963459730148315
96,0.32673715563634265,1.433208359612359
97,0.3061121109013374,1.4245593547821045
