model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
rf,0.6965463503092104,0.3840859535044504,0.6803645401822701,0.5794602698650675,0.7089980855137205,0.36104624007473146,0.44489208633093524,0.19905340737604965,0.579916631336165,0.5
