model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
mlp,0.6999683789247686,0.38543215667222347,0.6101077050538525,0.6896551724137931,0.5875345671133801,0.3217908359566282,0.43882661578821847,0.2203934980405987,0.6270392004424397,0.5
