model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
spline_logit,0.7112569293209159,0.3960281004357732,0.7800536939445163,0.09377108162806386,0.974851598902151,0.5141800246609125,0.1586154431342716,0.15579900018696452,0.4794437066753524,0.5
