model,AUC,PR_AUC,Accuracy,Sensitivity,Specificity,Precision,F1,Brier,LogLoss,threshold
gbm,0.6994443907593109,0.3863343571836352,0.7812758906379453,0.05022488755622189,0.988725803020634,0.5583333333333333,0.0921595598349381,0.15736676421054013,0.48389863779595915,0.5
