model,calib_intercept,calib_slope,mean_pred,mean_obs,mean_error
linear_regression,0.9696385056864242,-0.0433697217519154,1.1130905690230042,0.9213640774232154,0.19172649159978855
elastic_net,-0.08924315752820411,1.1948347000659019,0.8458134291677993,0.9213640774232154,-0.07555064825541609
gbm,0.9246501412059588,-0.0056032539668630765,0.5864563345114813,0.9213640774232154,-0.3349077429117342
rf,0.05114031547449438,1.1540883352883327,0.75403566203735,0.9213640774232154,-0.1673284153858655
ebm,0.2935201309714589,0.8224244790989851,0.7634062000921918,0.9213640774232154,-0.1579578773310235
quant_median,0.47604005806586486,0.6801877075790993,0.6547075379270414,0.9213640774232154,-0.26665653949617407
mlp,0.8069161199230235,0.18240451571736657,0.6274403736666667,0.9213640774232154,-0.29392370375654875
